"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"pene ngol",50,6,44,0.12,2906428.33997759,-411673.397734103,26.10889,-3.69556,2.85763926648613,0.516951965332031,12973,4.73627207085806
"alutayabe",50,39,11,0.78,2921394.13231984,-138417.72637064,26.24333,-1.24333,15.5931177307451,0.495549682617188,9103,1.54426927293906
"katuku",42,31,11,0.738095238095238,2936143.96484995,-259940.600939798,26.37583,-2.33444,0.407019630749012,0.555740478515625,10815,4.06915773524237
"tshamaka",33,11,22,0.333333333333333,2961098.45510108,-148656.146742364,26.6,-1.33528,8.51198494813439,0.559629577636719,9251,1.50748373622158
"mateba",50,4,46,0.08,2959644.62255132,-168049.532243984,26.58694,-1.50944,11.869013977067,0.658783630371094,9537,2.99848212569246
"amandanga",39,26,13,0.666666666666667,3000802.77788231,-150016.843808784,26.95667,-1.3475,12.1291279707452,0.725494567871094,9255,1.29222559087139
"amisi",46,46,0,1,3016634.63586293,-111325.142866386,27.09889,-1,9.60426255536636,0.606471923828125,8689,4.80504417813532
"kapuluta",50,7,43,0.14,3033857.98747847,-260993.447435166,27.25361,-2.34389,15.8980665957051,0.687848693847656,10825,2.14223946931969
"obosango",43,40,3,0.930232558139535,2994834.93998089,-97933.8304284838,26.90306,-0.87972,1.64480152771569,0.551668518066406,8550,3.33140632734281
"mukwanyam",37,13,24,0.351351351351351,2972910.56626915,-98953.638425378,26.70611,-0.88888,1.42451272913113,0.531864379882813,8548,1.18977659339284
"kikaya",35,22,13,0.628571428571429,2924425.36205414,-149212.895948364,26.27056,-1.34028,8.39652216342805,0.530631896972656,9247,2.42116681245052
"obokote",50,36,14,0.72,2929713.03786682,-41157.3277622946,26.31806,-0.36972,6.90062651546732,0.559364196777344,7750,2.72468355513679
"okelenge",34,22,12,0.647058823529412,2959861.69555836,-84542.9496521387,26.58889,-0.75944,1.40246731790071,0.521694702148437,8276,5.23237914946869
"twabinga",50,20,30,0.4,2974703.92326583,-75327.1977014877,26.72222,-0.67666,0.175988201568118,0.556826232910156,8277,5.1894562803648
"utiandulu",48,42,6,0.875,2940504.34930432,-66792.9152642511,26.415,-0.6,1.26749607293173,0.5748154296875,8142,3.39598699519341
"mungamba",44,11,33,0.25,2965582.40419023,-65339.0047182609,26.64028,-0.58694,0.0335742421853814,0.571583801269531,8144,5.67554328211133
"pene alul",40,14,26,0.35,2962768.24746298,-43290.2559532894,26.615,-0.38888,0.498980286800203,0.550334777832031,7753,3.55533261101522
"babalinga",50,29,21,0.58,2935124.27831428,-47217.706505261,26.36667,-0.42416,7.25886766303008,0.55937939453125,7880,3.99592708280188
"dungaga",35,20,15,0.571428571428571,2987505.66470706,-121994.675387007,26.83722,-1.09583,1.2377345577311,0.628209350585938,8826,5.06981199694934
"tubile",30,18,12,0.6,2880144.69500639,-173617.503581336,25.87278,-1.55944,5.55374692490966,0.485698577880859,9529,4.27630375022119
"moteba",30,12,18,0.4,2901851.99571108,-156543.163605856,26.06778,-1.40611,3.0671366907053,0.504704376220703,9388,3.26734329749272
"yumbi",30,16,14,0.533333333333333,2920837.53486587,-138882.038331961,26.23833,-1.2475,14.8706502713515,0.492160980224609,9103,1.54412462975309
"baruti",30,12,18,0.4,2929062.93204059,-151471.082427832,26.31222,-1.36056,9.40520907536648,0.526151550292969,9248,3.44511733218296
"mutambika",39,13,26,0.333333333333333,2943442.07066636,-165204.348587554,26.44139,-1.48389,1.65607290031558,0.563455932617188,9535,4.79668995476849
"musenge",30,15,15,0.5,2941648.71366968,-173401.463854156,26.42528,-1.5575,3.58968501467596,0.538852416992188,9535,3.62413607308659
"kamango",30,15,15,0.5,2914777.30178709,-184197.017071022,26.18389,-1.65444,12.3943773431711,0.569807250976562,9673,5.15756962114178
"matengini",30,15,15,0.5,2899935.07407962,-181630.047563937,26.05056,-1.63139,8.54728611135016,0.508851287841797,9672,2.81558362678894
"musera",30,15,15,0.5,2889235.04462457,-189147.287972701,25.95444,-1.69889,3.85291076842553,0.483375183105469,9812,2.91670046945069
"misako",30,16,14,0.533333333333333,2893503.03390159,-211761.88651491,25.99278,-1.90194,8.05829730752857,0.517229858398437,10094,2.42310092187783
"muzumbu",30,14,16,0.466666666666667,2909922.65879359,-210741.640620755,26.14028,-1.89278,5.61211798549372,0.509331878662109,10096,2.35017791902844
"longanga",30,15,15,0.5,2930732.72440249,-219744.720007927,26.32722,-1.97361,16.7347069419125,0.539870910644531,10240,1.34567009334365
"atetia",30,14,16,0.466666666666667,2934103.47858371,-219744.720007927,26.3575,-1.97361,14.5222661717526,0.540149353027344,10240,2.02716596716415
"kayimbi",30,16,14,0.533333333333333,2935557.31113347,-197809.702638867,26.37056,-1.77667,2.36962001808312,0.5444521484375,9957,4.01045746249469
"mulanga i",30,17,13,0.566666666666667,2939267.58976161,-183888.533700428,26.40389,-1.65167,8.28788667840888,0.553894287109375,9676,4.95855794108361
"tshangera",30,17,13,0.566666666666667,2962025.74645938,-174701.046046888,26.60833,-1.56917,9.85290636482777,0.650389038085938,9537,4.8985752852216
"bendera",30,17,13,0.566666666666667,2967406.93064433,-156543.163605856,26.65667,-1.40611,3.50179913618729,0.543925048828125,9395,5.69523706776312
"boteya",30,17,13,0.566666666666667,2977982.28226969,-156078.821920289,26.75167,-1.40194,1.43998684107281,0.578518859863281,9396,5.53493035756856
"tabumu",30,17,13,0.566666666666667,2977053.87771648,-166100.772741834,26.74333,-1.49194,4.33874119754586,0.600933227539063,9538,6.20261654343897
"muluba",30,15,15,0.5,2986176.50998699,-147758.669404671,26.82528,-1.32722,9.57595126469294,0.55387060546875,9253,4.5807242995028
"mangombe",30,16,14,0.533333333333333,2995515.10206963,-157997.438148458,26.90917,-1.41917,14.4977682289977,0.553736267089844,9397,3.88312736029894
"mambakeny",30,16,14,0.533333333333333,2998761.17842117,-171823.488976391,26.93833,-1.54333,11.496940550079,0.648592895507813,9541,3.88317480423762
"mambamayo",30,17,13,0.566666666666667,2981445.43162827,-181289.272053765,26.78278,-1.62833,1.41653167830687,0.590651672363281,9680,1.61518907288183
"kakese ii",30,15,15,0.5,2975044.56090766,-185806.260427838,26.72528,-1.66889,6.36834250742894,0.582064208984375,9820,4.97769229795309
"tokombe",30,15,15,0.5,2989670.82880299,-229429.951866347,26.85667,-2.06056,3.32242731060126,0.878804748535156,10389,2.43501946333861
"ilutshumb",30,14,16,0.466666666666667,3010449.72495446,-238310.308878783,27.04333,-2.14028,6.67182427051017,0.590754760742187,10535,2.20813080816489
"kyolo",30,13,17,0.433333333333333,3021025.07657982,-239114.598581038,27.13833,-2.1475,3.18424753741595,0.591737731933594,10536,1.25713289905714
"misoke",30,15,15,0.5,3021025.07657982,-222219.723866929,27.13833,-1.99583,1.59412766097914,0.963577758789062,10249,2.63602978782227
"kasuka",30,15,15,0.5,3024241.09666884,-209967.54935348,27.16722,-1.88583,0.903903359670674,0.605856323242188,10107,2.17022050474777
"ngoli",30,13,17,0.433333333333333,3109308.11194833,-190168.539037066,27.93139,-1.70806,3.72139553936075,0.89921875,9834,2.79308828392233
"bamamba",30,15,15,0.5,3030024.14421555,-193880.4993652,27.21917,-1.74139,6.49749500509632,1.01234039306641,9826,4.56540497632159
"mebemba",30,15,15,0.5,3044309.77446905,-197592.525342175,27.3475,-1.77472,4.270703991425,1.03990588378906,9968,3.14160682325184
"kaukangal",30,18,12,0.6,3055441.72354838,-206812.184729333,27.4475,-1.8575,2.9125396193714,1.14610705566406,10110,4.50153582824321
"kitanda",30,18,12,0.6,3066914.31026953,-193880.4993652,27.55056,-1.74139,6.78671197172144,1.11309387207031,9829,6.32663452431382
"boluku",30,17,13,0.566666666666667,3052070.96936716,-180485.22208179,27.41722,-1.62111,7.50589091935313,0.878040649414062,9687,0.682509605027411
"omate",30,14,16,0.466666666666667,3015304.36794795,-128211.951776669,27.08694,-1.15167,13.1068937286773,0.57095068359375,8969,3.59799786872739
"kayumba",50,2,48,0.04,3004172.41886863,-543090.463828023,26.98694,-4.87278,7.57599798442426,0.561705810546875,15073,3.89862871863308
"muzimba",32,4,28,0.125,3011594.08931981,-549172.926738492,27.05361,-4.92722,3.8545120469754,0.613537292480469,15260,0.793729300692233
"asani",30,0,30,0,3032837.18774789,-546690.274555576,27.24444,-4.905,7.4472452794863,0.616201904296875,15262,3.20392126924251
"kambondo",30,6,24,0.2,3037908.90374844,-550290.259012095,27.29,-4.93722,5.69461011497798,0.698176208496094,15263,4.19665267672619
"kipala",16,0,16,0,3058193.54136079,-551873.547700042,27.47222,-4.95139,0.372809442614099,0.614140502929687,15265,4.40120498758377
"mwamba",19,0,19,0,3087044.21378968,-552432.232110905,27.73139,-4.95639,0.0483382134945392,0.70423388671875,15267,5.62014393890125
"siku ya k",30,0,30,0,3101082.71477362,-555505.072063449,27.8575,-4.98389,1.14832920336113,0.809959167480469,15456,4.41121761278176
"lengwe",30,0,30,0,3151701.91362714,-550073.495235029,28.31222,-4.93528,3.28411396750049,0.806834594726562,15274,0.462715180210426
"katemo",13,0,13,0,3186551.59341488,-522672.423480531,28.62528,-4.69,0.760863596342672,0.734386657714844,14735,5.31561723631242
"niembo ki",35,3,32,0.0857142857142857,3198023.06694112,-537101.216506861,28.72833,-4.81917,2.48726357557865,0.801050109863281,15093,4.87173119611236
"makwamba",20,0,20,0,3135158.72410035,-533036.037222752,28.16361,-4.78278,6.04538908643292,0.803819274902344,14905,4.46658144509971
"mwana ngo",30,11,19,0.366666666666667,3040042.89838694,-536635.368792244,27.30917,-4.815,3.49140229777971,0.666841918945313,15077,3.7643584385963
"mwana sun",18,4,14,0.222222222222222,3024860.03303765,-537317.942796643,27.17278,-4.82111,3.14154501772484,0.631902099609375,15075,3.73077680044177
"bendela",30,2,28,0.0666666666666667,3046783.29355448,-510355.831618994,27.36972,-4.57972,2.40736721506244,0.627464660644531,14550,4.73854007017757
"mesa",30,10,20,0.333333333333333,3071614.21917082,-508898.472450951,27.59278,-4.56667,1.92902597878731,0.654888061523437,14553,1.01587355900519
"lubamba",29,2,27,0.0689655172413793,3122233.41802434,-514543.793566239,28.0475,-4.61722,4.37485665366086,0.68279638671875,14558,4.74362803949339
"kipupu",30,0,30,0,3171368.72806558,-498166.19675742,28.48889,-4.47056,2.81734130451491,0.778040649414062,14394,1.78329104608945
"buledi",30,7,23,0.233333333333333,3075571.62706852,-499530.683716413,27.62833,-4.48278,2.32190775499475,0.601217041015625,14384,3.5050582085535
"bakungu",30,6,24,0.2,3047092.76173888,-495249.710011512,27.3725,-4.44444,4.42441015708147,0.672906005859375,14382,6.75086240946992
"kilubi",23,6,17,0.260869565217391,3020901.51194504,-498382.815915698,27.13722,-4.4725,0.409868169963398,0.594202880859375,14379,1.84344627088537
"kalonda",30,17,13,0.566666666666667,3042855.94191929,-477665.865357337,27.33444,-4.28694,4.13037060794883,0.62167626953125,14052,2.27437080285672
"kamango",17,0,17,0,3091620.55805619,-538807.114929882,27.7725,-4.83444,1.58249638448719,0.750942199707031,15082,1.09532642576652
"kolo",20,2,18,0.1,3138312.40527452,-465357.105437426,28.19194,-4.17667,1.03310982397067,0.790779541015625,13903,5.82554041399404
"mashapano",30,9,21,0.3,3066573.6726277,-461419.384112928,27.5475,-4.14139,0.568681314415812,0.672134216308594,13741,4.77831713975195
"tambwe",14,4,10,0.285714285714286,3037228.74165969,-466162.976079441,27.28389,-4.18389,2.91172201080719,0.825552307128906,13893,6.06258037766504
"kawaya",24,6,18,0.25,3018427.99285961,-467155.256369773,27.115,-4.19278,0.999801886437406,0.645449096679688,13891,4.50837766466379
"mbumbilun",30,12,18,0.4,3016758.20049771,-458474.020916773,27.1,-4.115,3.91515431624934,0.674595642089844,13736,4.86598333595533
"mayembe",30,0,30,0,3009893.12750049,-449917.505382703,27.03833,-4.03833,0.0507934567539699,0.611968627929688,13582,2.18702883843584
"yuma",27,23,4,0.851851851851852,3023159.07121833,-445981.579738044,27.1575,-4.00306,0.799632541391155,0.6742041015625,13583,3.97137724948311
"amungini",20,4,16,0.2,3046783.29355448,-458939.424204459,27.36972,-4.11917,0.93920001295445,0.714623107910156,13739,4.78468044425504
"kopakopa",17,3,14,0.176470588235294,3056121.88563712,-453699.592230515,27.45361,-4.07222,3.93942419297948,0.652269897460938,13586,5.61652885513671
"tshinongo",47,5,42,0.106382978723404,2447266.27595429,-545138.491333588,21.984167,-4.891111,1.75453237087039,0.555847106933594,15204,6.70072100950583
"bena kapu",42,20,22,0.476190476190476,2608617.64396765,-625689.04999809,23.433611,-5.611667,2.2158915414867,0.524079711914063,16728,5.37499609018371
"bakua muk",50,38,12,0.76,2578468.65231764,-650799.255740268,23.162778,-5.836111,3.79180141865549,0.636052307128906,17108,3.74356094511292
"bena kalo",30,15,15,0.5,2594702.70761849,-644924.806993495,23.308611,-5.783611,3.53607467147182,0.55150830078125,17109,5.53965913744567
"dimbeleng",25,10,15,0.4,2594424.40889151,-631219.871359573,23.306111,-5.661111,0.738173824611561,0.591390380859375,16726,2.74188199100097
"bakua tsh",40,25,15,0.625,2581406.26236018,-616958.634201372,23.189167,-5.533611,3.5266716559209,0.595117065429687,16535,2.92216033717212
"bena kala",42,27,15,0.642857142857143,2600392.35811243,-630598.463800712,23.359722,-5.655556,6.09251181195934,0.53725634765625,16727,1.86324345826898
"bajika ka",40,26,14,0.65,2580169.39149798,-619164.393123323,23.178056,-5.553333,2.83284393991575,0.601703552246094,16535,2.01171653586142
"mutom-bod",40,31,9,0.775,2570057.79687126,-598849.16064398,23.087222,-5.371667,2.75352106164761,0.643294067382812,16156,2.23317566317824
"ngala bal",32,30,2,0.9375,2597454.74806989,-603477.043838246,23.333333,-5.413056,3.32583432746432,0.544502746582031,16159,5.90483205271118
"ntumba mw",46,39,7,0.847826086956522,2588580.13562487,-604346.659142744,23.253611,-5.420833,0.916324545575617,0.543159912109375,16158,5.73378224401673
"tshiole",46,27,19,0.58695652173913,2545629.40253362,-595432.763887393,22.867778,-5.341111,4.95663410588227,0.662037231445312,16153,5.6316286990984
"bena kape",45,31,14,0.688888888888889,2544361.58485298,-602638.412953566,22.856389,-5.405556,9.44947916533228,0.674036865234375,16153,3.64138887703438
"kalamba",47,34,13,0.723404255319149,2556575.7820218,-611522.169164583,22.966111,-5.485,12.8314659012013,0.67276318359375,16343,4.8160344086384
"tshiten-g",41,28,13,0.682926829268293,2538455.41794945,-601799.792456498,22.803333,-5.398056,7.41173185322939,0.620888061523437,16153,4.13583244129676
"madilatsh",30,16,14,0.533333333333333,2541825.94949169,-644582.986857334,22.833611,-5.780556,0.635091382031875,0.684545532226562,16911,4.7868418003628
"kankon-de",30,11,19,0.366666666666667,2544361.58485298,-669576.364749679,22.856389,-6.003889,1.31551038380836,0.736415466308594,17399,2.29563064490107
"kajiba",30,16,14,0.533333333333333,2555740.88584085,-641568.22423505,22.958611,-5.753611,4.17574948770086,0.669411743164062,16912,4.06693300202246
"bakua ind",30,28,2,0.933333333333333,2525499.05373551,-556094.736801618,22.686944,-4.989167,2.12418814219098,0.614032897949219,15398,5.04566775393083
"mashala",30,23,7,0.766666666666667,2538177.11922247,-580992.766001321,22.800833,-5.211944,2.83729634132553,0.627319763183594,15777,4.07754180568644
"mupenda",30,24,6,0.8,2544794.50635267,-556094.736801618,22.860278,-4.989167,4.66393878680949,0.586865539550781,15400,4.59710275419278
"benabele",30,28,2,0.933333333333333,2567986.02982811,-544176.422017975,23.068611,-4.8825,1.1377045592934,0.534143371582031,15030,5.98884786072003
"bena tshi",30,20,10,0.666666666666667,2555307.96434115,-523882.408309643,22.954722,-4.700833,2.88853878304377,0.572480773925781,14672,5.20402691626852
"benatshi-",30,22,8,0.733333333333333,2564584.66278692,-525557.854537894,23.038056,-4.715833,3.22409666670386,0.531210021972656,14848,4.93018366418626
"bakua nsa",30,17,13,0.566666666666667,2551504.62261871,-527264.389566898,22.920556,-4.731111,0.925430991925811,0.602398864746094,14847,2.60211541892592
"mwetshi",30,21,9,0.7,2544732.61271579,-538683.444381584,22.859722,-4.833333,2.24323506788995,0.579184814453125,15027,2.88172560408547
"bakua nsh",30,20,10,0.666666666666667,2525777.3524625,-513303.128724837,22.689444,-4.606111,0.364167599005014,0.547820251464844,14498,5.09355158518564
"buanga nt",30,8,22,0.266666666666667,2529580.80550443,-504028.069537177,22.723611,-4.523056,5.98183801170425,0.575576782226562,14330,4.90765806760473
"bena muke",25,7,18,0.28,2587435.99389849,-674115.995916951,23.243333,-6.044444,0.7562926226053,0.570396362304687,17404,6.33596394127683
"matshia",36,4,32,0.111111111111111,2604133.91751748,-673836.141988803,23.393333,-6.041944,4.30760907498167,0.663957092285156,17405,4.52754341569004
"bena nkum",31,26,5,0.838709677419355,2619100.26645718,-668612.513266617,23.527778,-5.995278,2.85270653962109,0.709440063476563,17407,3.20599987142691
"matadi",30,26,4,0.866666666666667,2589878.90012395,-686959.668648367,23.265278,-6.159167,5.35628719731144,0.616284729003906,17691,3.59379036209655
"bena mpet",30,24,6,0.8,2619842.32218281,-657731.253774337,23.534444,-5.898056,1.77285412193632,0.695353515625,17262,3.04720878382321
"mukuasa",30,26,4,0.866666666666667,2611431.57805593,-565407.199612013,23.458889,-5.0725,1.18210040686836,0.477425750732422,15596,4.44269434521473
"lumpungu",30,30,0,1,2597918.61638802,-574689.903991034,23.3375,-5.155556,10.4306478423347,0.563553161621094,15595,6.41698623808374
"lukengu",28,25,3,0.892857142857143,2601722.06942996,-559478.053774697,23.371667,-5.019444,5.11994763039532,0.536310729980469,15406,0.481143134432152
"inkongo",31,31,0,1,2600021.33024962,-562427.032486075,23.356389,-5.045833,5.17844954245053,0.55010107421875,15406,3.33365796518413
"bombaie",30,30,0,1,2637096.84325577,-568356.420085617,23.689444,-5.098889,2.31160215518865,0.640044921875,15599,5.18606102839601
"shekako-k",30,30,0,1,2651846.67578588,-551438.894149945,23.821944,-4.9475,5.79077679130053,0.55126123046875,15224,1.65230574541566
"butela",30,30,0,1,2652310.54410401,-578043.133572167,23.826111,-5.185556,2.0642048711309,0.559820068359375,15788,1.7750189343315
"balangaie",30,29,1,0.966666666666667,2675904.15358019,-593289.832274468,24.038056,-5.321944,2.07295945939757,0.586719116210938,15978,5.17743362646791
"mpania-mu",40,33,7,0.825,2676336.9637604,-601768.707789535,24.041944,-5.397778,3.22895886791271,0.60640478515625,16166,4.69159885704898
"mulubule",39,34,5,0.871794871794872,2670028.93349511,-598849.16064398,23.985278,-5.371667,0.338312435335964,0.540678894042969,16166,2.25930895113374
"minkudi",30,29,1,0.966666666666667,2683510.94834457,-603911.794181942,24.106389,-5.416944,4.17934050095245,0.635850158691406,16167,4.35202486921197
"balela/ m",30,30,0,1,2660752.23504934,-646665.377066871,23.901944,-5.799167,2.25529134091016,0.659101257324219,17116,3.40564678538068
